gene_id	gene_name	gene_type	seqnames	start	end	gene_length	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
11663	ENSMUSG00000055561.9	Spink5	protein_coding	chr18	43963235	44022501	59266	+	4	7	11	20
11664	ENSMUSG00000055612.15	Cdca7	protein_coding	chr2	72476159	72486893	10734	+	1156	1682	533	456
11665	ENSMUSG00000055629.5	B4galnt4	protein_coding	chr7	141061104	141072400	11296	+	3	4	3	5
11666	ENSMUSG00000055632.18	Hmcn2	protein_coding	chr2	31314415	31460738	146323	+	66	49	69	63
11667	ENSMUSG00000055633.6	Zfp580	protein_coding	chr7	5051538	5053723	2185	+	217	219	193	207
11668	ENSMUSG00000055639.16	Dach1	protein_coding	chr14	97786853	98169765	382912	-	12	19	55	42
11669	ENSMUSG00000055652.14	Klhl25	protein_coding	chr7	75848310	75874131	25821	+	1127	1085	764	780
11670	ENSMUSG00000055660.9	Mettl4	protein_coding	chr17	94722590	94750019	27429	-	1675	1154	1149	1148
11671	ENSMUSG00000055670.14	Zzef1	protein_coding	chr11	72796226	72927120	130894	+	4024	3886	4100	4031
11672	ENSMUSG00000055676.4	Gm5069	transcribed_processed_pseudogene	chr1	180326970	180330550	3580	-	29	55	41	40
11673	ENSMUSG00000055681.14	Cope	protein_coding	chr8	70302518	70312993	10475	+	2412	2583	2389	2434
11674	ENSMUSG00000055691.5	Gja6	protein_coding	chrX	160902116	160907052	4936	-	1	4	5	13
11675	ENSMUSG00000055692.21	Tmem191c	protein_coding	chr16	17276077	17283229	7152	+	25	25	63	58
11676	ENSMUSG00000055707.13	Klhl26	protein_coding	chr8	70450219	70476968	26749	-	1526	1469	1983	1927
11677	ENSMUSG00000055720.10	Ubl7	protein_coding	chr9	57910979	57929968	18989	+	2174	1786	1822	1741
11678	ENSMUSG00000055723.6	Rras2	protein_coding	chr7	114046782	114117781	70999	-	11037	10277	14526	14018
11679	ENSMUSG00000055725.11	Paqr3	protein_coding	chr5	97082329	97111596	29267	-	110	104	98	114
11680	ENSMUSG00000055733.6	Nap1l3	protein_coding	chrX	122394565	122397401	2836	-	6	3	5	3
11681	ENSMUSG00000055737.12	Ghr	protein_coding	chr15	3317760	3583492	265732	-	4253	4451	2391	2495
11682	ENSMUSG00000055745.4	Rtl6	protein_coding	chr15	84553398	84557823	4425	-	3	4	22	12
11683	ENSMUSG00000055748.12	Gsdmc4	protein_coding	chr15	63891264	63912297	21033	-	4	5	6	5
11684	ENSMUSG00000055760.12	Gemin6	protein_coding	chr17	80224441	80228497	4056	+	832	1291	488	487
11685	ENSMUSG00000055761.14	Nkain3	protein_coding	chr4	20118874	20778866	659992	-	3	11	12	12
11686	ENSMUSG00000055762.16	Eef1d	protein_coding	chr15	75894205	75909556	15351	-	13403	18224	11069	10801
11687	ENSMUSG00000055763.9	Rybp-ps	processed_pseudogene	chr13	66007737	66008417	680	+	22	17	4	14
11688	ENSMUSG00000055771.2	Gm7936	processed_pseudogene	chr18	30495004	30495373	369	-	29	35	18	33
11689	ENSMUSG00000055795.6	Gm5160	processed_pseudogene	chr18	14424868	14425303	435	+	20	27	26	15
11690	ENSMUSG00000055799.13	Tcf7l1	protein_coding	chr6	72626378	72789254	162876	-	252	350	232	237
11691	ENSMUSG00000055805.15	Fmnl1	protein_coding	chr11	103171107	103198901	27794	+	203	400	173	165
11692	ENSMUSG00000055817.18	Mta3	protein_coding	chr17	83706163	83821516	115353	+	1241	1454	992	930
11693	ENSMUSG00000055818.2	A230083G16Rik	lncRNA	chr6	124916863	124925844	8981	+	60	43	22	15
11694	ENSMUSG00000055833.14	1700034H15Rik	lncRNA	chr1	191886130	191907527	21397	-	16	8	9	3
11695	ENSMUSG00000055835.10	Zfp1	protein_coding	chr8	111643401	111671011	27610	+	386	433	265	251
11696	ENSMUSG00000055839.6	Elob	protein_coding	chr17	23824738	23829136	4398	-	5163	4872	4362	4478
11697	ENSMUSG00000055850.12	Rnf181	protein_coding	chr6	72359714	72366956	7242	-	5921	5009	4076	4011
11698	ENSMUSG00000055862.7	Izumo4	protein_coding	chr10	80702184	80705373	3189	+	71	69	84	78
11699	ENSMUSG00000055866.9	Per2	protein_coding	chr1	91415982	91459324	43342	-	339	700	241	208
11700	ENSMUSG00000055882.8	Abhd16b	protein_coding	chr2	181493206	181494980	1774	+	9	6	9	33
11701	ENSMUSG00000055884.8	Fancm	protein_coding	chr12	65075603	65132058	56455	+	877	1641	486	488
11702	ENSMUSG00000055897.13	Ppp4r1l-ps	transcribed_unprocessed_pseudogene	chr2	173579320	173659640	80320	-	483	505	556	551
11703	ENSMUSG00000055900.14	Tmem69	protein_coding	chr4	116551633	116555936	4303	-	489	573	409	401
11704	ENSMUSG00000055912.8	Tmem150a	protein_coding	chr6	72355447	72359762	4315	+	612	690	2079	1817
11705	ENSMUSG00000055917.15	Zfp277	protein_coding	chr12	40315046	40445902	130856	-	1191	1610	860	904
11706	ENSMUSG00000055923.16	Aasdh	protein_coding	chr5	76873659	76905514	31855	-	382	339	268	252
11707	ENSMUSG00000055926.3	Gm14137	protein_coding	chr2	119174509	119177575	3066	+	134	139	155	111
11708	ENSMUSG00000055932.15	Fto	protein_coding	chr8	91313525	91668439	354914	+	3298	4099	2826	2774
11709	ENSMUSG00000055943.5	Emc7	protein_coding	chr2	112454997	112472162	17165	+	5172	5151	4400	4517
11710	ENSMUSG00000055945.8	Prr18	protein_coding	chr17	8337459	8344113	6654	+	73	50	88	78
11711	ENSMUSG00000055963.12	Triqk	protein_coding	chr4	12906838	12983553	76715	+	154	107	156	164
11712	ENSMUSG00000055976.6	Cldn23	protein_coding	chr8	35824712	35826559	1847	-	5	8	18	20
11713	ENSMUSG00000055978.5	Fut2	protein_coding	chr7	45648591	45666394	17803	-	1	6	1	4
11714	ENSMUSG00000055980.2	Irs1	protein_coding	chr1	82233101	82291416	58315	-	1472	1307	892	826
11715	ENSMUSG00000055991.15	Zkscan5	protein_coding	chr5	145204562	145221750	17188	+	962	538	911	952
11716	ENSMUSG00000055994.15	Nod2	protein_coding	chr8	88647315	88688474	41159	+	17	15	7	10
11717	ENSMUSG00000056014.15	A430033K04Rik	protein_coding	chr5	138622859	138652414	29555	+	192	316	132	167
11718	ENSMUSG00000056025.12	Clca3a1	protein_coding	chr3	144729677	144760977	31300	-	442	150	525	475
11719	ENSMUSG00000056031.13	9330154J02Rik	lncRNA	chr9	85820241	85844323	24082	-	34	73	54	66
11720	ENSMUSG00000056043.5	Rgs9bp	protein_coding	chr7	35578993	35585582	6589	-	32	21	46	38
11721	ENSMUSG00000056050.13	Mia3	protein_coding	chr1	183326725	183369553	42828	-	8974	9217	9342	8864
11722	ENSMUSG00000056054.9	S100a8	protein_coding	chr3	90668978	90670035	1057	+	2	26	1	2
11723	ENSMUSG00000056055.13	Sag	protein_coding	chr1	87803680	87845158	41478	+	34	26	7	14
11724	ENSMUSG00000056076.13	Eif3b	protein_coding	chr5	140419328	140443360	24032	+	20904	29734	17846	17933
11725	ENSMUSG00000056078.6	Lipm	protein_coding	chr19	34100933	34122687	21754	+	1	1	5	7
11726	ENSMUSG00000056089.6	Gm5468	lncRNA	chr15	25414192	25414873	681	+	1	4	3	2
11727	ENSMUSG00000056091.12	St3gal5	protein_coding	chr6	72097592	72154571	56979	+	462	552	412	430
11728	ENSMUSG00000056116.18	H2-T22	protein_coding	chr17	36037128	36042747	5619	-	231	144	256	311
11729	ENSMUSG00000056121.16	Fez2	protein_coding	chr17	78369212	78418152	48940	-	9897	10418	11602	11108
11730	ENSMUSG00000056124.5	B4galt6	protein_coding	chr18	20684599	20746404	61805	-	2015	4192	953	932
11731	ENSMUSG00000056131.13	Pgm3	protein_coding	chr9	86554377	86571842	17465	-	827	878	915	912
11732	ENSMUSG00000056144.14	Trim34a	protein_coding	chr7	104244457	104262234	17777	+	3	5	22	10
11733	ENSMUSG00000056153.15	Socs6	protein_coding	chr18	88665224	88927481	262257	-	3379	3929	2358	2378
11734	ENSMUSG00000056155.6	Nanos3	protein_coding	chr8	84173731	84185217	11486	-	2	9	9	14
11735	ENSMUSG00000056167.8	Cnot10	protein_coding	chr9	114585878	114640184	54306	-	2172	2496	1152	1106
11736	ENSMUSG00000056185.5	Snx32	protein_coding	chr19	5492235	5510538	18303	-	417	399	599	558
11737	ENSMUSG00000056201.8	Cfl1	protein_coding	chr19	5490455	5495201	4746	+	79361	73162	74390	73834
11738	ENSMUSG00000056204.8	Pgpep1	protein_coding	chr8	70646435	70660388	13953	-	2957	2395	3091	3198
11739	ENSMUSG00000056209.7	Npm3	protein_coding	chr19	45747734	45749591	1857	-	1210	2373	1006	986
11740	ENSMUSG00000056211.13	R3hdm1	protein_coding	chr1	128103301	128237736	134435	+	4344	6117	3518	3414
11741	ENSMUSG00000056214.9	Pard6g	protein_coding	chr18	80046890	80119639	72749	+	114	89	158	168
11742	ENSMUSG00000056215.13	Lrguk	protein_coding	chr6	34029448	34134034	104586	+	18	10	36	28
11743	ENSMUSG00000056216.9	Cebpg	protein_coding	chr7	35046422	35056573	10151	-	4180	2919	2022	1991
11744	ENSMUSG00000056220.14	Pla2g4a	protein_coding	chr1	149829618	149961290	131672	-	4830	9285	5855	5709
11745	ENSMUSG00000056228.10	Cars2	protein_coding	chr8	11513977	11550783	36806	-	408	683	341	332
11746	ENSMUSG00000056234.15	Ncoa4	protein_coding	chr14	32159865	32179855	19990	+	1049	945	646	656
11747	ENSMUSG00000056257.3	Gm5447	TEC	chr13	30974164	30976248	2084	+	1	3	3	1
11748	ENSMUSG00000056258.9	Kcnq3	protein_coding	chr15	65986387	66286642	300255	-	6	1	1	1
11749	ENSMUSG00000056260.15	Lrif1	protein_coding	chr3	106684987	106736577	51590	+	1943	1461	2221	2198
11750	ENSMUSG00000056267.14	Cep70	protein_coding	chr9	99243367	99300404	57037	+	586	704	415	413
11751	ENSMUSG00000056268.15	Dennd1b	protein_coding	chr1	138963435	139178960	215525	+	5379	3358	4202	4382
11752	ENSMUSG00000056271.13	Lman1l	protein_coding	chr9	57607085	57620774	13689	-	13	19	6	7
11753	ENSMUSG00000056288.11	Gm11961	lncRNA	chr11	4620275	4630011	9736	-	1	1	9	2
11754	ENSMUSG00000056290.16	Ms4a4b	protein_coding	chr19	11443553	11467055	23502	+	3458	723	2178	2506
11755	ENSMUSG00000056305.4	Usp39	protein_coding	chr6	72318678	72345184	26506	-	3554	4567	2490	2512
11756	ENSMUSG00000056310.14	Tyw1	protein_coding	chr5	130255619	130341563	85944	+	2226	2904	1599	1661
11757	ENSMUSG00000056313.5	Tcim	protein_coding	chr8	24437180	24438984	1804	-	1592	780	2952	2836
11758	ENSMUSG00000056342.16	Usp34	protein_coding	chr11	23306895	23490560	183665	+	13892	15281	10950	10894
11759	ENSMUSG00000056370.15	Sftpb	protein_coding	chr6	72304610	72314371	9761	+	5	6	2	1
11760	ENSMUSG00000056383.10	AI987944	protein_coding	chr7	41372923	41393379	20456	-	1343	1205	598	591
11761	ENSMUSG00000056394.17	Lig1	protein_coding	chr7	13277283	13311433	34150	+	3457	5937	1159	1229
11762	ENSMUSG00000056411.2	Gm12500	lncRNA	chr3	108085584	108088011	2427	+	8	10	9	15
11763	ENSMUSG00000056412.6	Gm12396	processed_pseudogene	chr4	40775259	40775564	305	-	136	164	132	131
11764	ENSMUSG00000056413.16	Adap1	protein_coding	chr5	139271876	139325622	53746	-	613	902	123	147
11765	ENSMUSG00000056423.7	Uts2b	protein_coding	chr16	27353322	27370239	16917	-	514	703	4956	4533
11766	ENSMUSG00000056427.10	Slit3	protein_coding	chr11	35121224	35708507	587283	+	2	17	7	5
11767	ENSMUSG00000056429.4	Tgoln1	protein_coding	chr6	72608432	72617000	8568	-	22679	8351	19671	19597
11768	ENSMUSG00000056445.8	Hoxaas2	lncRNA	chr6	52165674	52169564	3890	+	4	8	1	2
11769	ENSMUSG00000056457.6	Prl2c3	protein_coding	chr13	12790816	12800079	9263	-	6	150	23	15
11770	ENSMUSG00000056458.16	Mok	protein_coding	chr12	110807798	110840939	33141	-	88	150	134	155
11771	ENSMUSG00000056459.14	Zbtb25	protein_coding	chr12	76347782	76369602	21820	-	362	504	272	307
11772	ENSMUSG00000056476.13	Med12l	protein_coding	chr3	59005825	59318682	312857	+	23	23	27	23
11773	ENSMUSG00000056481.7	Cd248	protein_coding	chr19	5068078	5070682	2604	+	1	4	14	6
11774	ENSMUSG00000056486.18	Chn1	protein_coding	chr2	73610660	73775346	164686	-	1486	1506	1250	1177
11775	ENSMUSG00000056492.6	Adgrf5	protein_coding	chr17	43360451	43459557	99106	+	59	74	101	111
11776	ENSMUSG00000056493.9	Foxk1	protein_coding	chr5	142401497	142462011	60514	+	3152	2831	2908	2961
11777	ENSMUSG00000056501.3	Cebpb	protein_coding	chr2	167688915	167690418	1503	+	3449	3992	3426	3572
11778	ENSMUSG00000056508.6	1700001K19Rik	protein_coding	chr12	110667688	110682619	14931	-	4	10	5	5
11779	ENSMUSG00000056515.9	Rab31	protein_coding	chr17	65651729	65772752	121023	-	6462	8434	9401	9861
11780	ENSMUSG00000056529.7	Ptafr	protein_coding	chr4	132564067	132582683	18616	+	11	4	4	2
11781	ENSMUSG00000056531.11	Ccdc18	protein_coding	chr5	108132875	108233628	100753	+	280	376	80	69
11782	ENSMUSG00000056536.14	Pign	protein_coding	chr1	105518422	105663677	145255	-	7561	6405	4011	4116
11783	ENSMUSG00000056537.11	Rlim	protein_coding	chrX	103957163	103981284	24121	-	10956	10560	7866	8262
11784	ENSMUSG00000056579.18	Tug1	lncRNA	chr11	3639785	3649673	9888	-	12520	6550	10303	10373
11785	ENSMUSG00000056592.14	Zfp658	protein_coding	chr7	43562256	43575461	13205	+	368	190	289	276
11786	ENSMUSG00000056596.8	Trnp1	protein_coding	chr4	133491100	133498550	7450	-	10	10	16	15
11787	ENSMUSG00000056598.16	Drc3	protein_coding	chr11	60353329	60394341	41012	+	2	5	4	2
11788	ENSMUSG00000056608.14	Chd9	protein_coding	chr8	90828352	91054516	226164	+	2760	2737	2489	2451
11789	ENSMUSG00000056612.7	Ppp1r14b	protein_coding	chr19	6974968	6977324	2356	+	5957	8298	5413	5721
11790	ENSMUSG00000056629.16	Fkbp2	protein_coding	chr19	6977741	6980501	2760	-	2617	3753	2367	2469
11791	ENSMUSG00000056632.8	Dsg3	protein_coding	chr18	20510274	20547459	37185	+	9	22	19	11
11792	ENSMUSG00000056648.5	Hoxb8	protein_coding	chr11	96281905	96285315	3410	+	8	3	17	14
11793	ENSMUSG00000056656.6	Apol8	protein_coding	chr15	77747798	77757003	9205	-	167	656	115	100
11794	ENSMUSG00000056665.2	Them6	protein_coding	chr15	74721204	74724639	3435	+	3168	2269	1845	1805
11795	ENSMUSG00000056666.13	Retsat	protein_coding	chr6	72598475	72608425	9950	+	991	1483	1185	1089
11796	ENSMUSG00000056687.9	Gm11696	lncRNA	chr11	109352835	109363654	10819	-	54	42	85	90
11797	ENSMUSG00000056692.13	Ilrun	protein_coding	chr17	27751235	27820648	69413	-	13747	12704	16836	16961
11798	ENSMUSG00000056698.11	Elmod3	protein_coding	chr6	72565922	72598413	32491	-	298	314	351	373
11799	ENSMUSG00000056708.5	Ier5	protein_coding	chr1	155096361	155099636	3275	-	9158	9032	8255	8314
11800	ENSMUSG00000056716.10	Gm5420	lncRNA	chr10	21686411	21707440	21029	+	5	2	4	5
11801	ENSMUSG00000056718.2	Gm13199	protein_coding	chr2	5862080	5862934	854	-	15	17	16	8
11802	ENSMUSG00000056724.15	Nbeal2	protein_coding	chr9	110624789	110654161	29372	-	14088	16120	9237	8899
11803	ENSMUSG00000056735.5	A930024E05Rik	lncRNA	chr5	122989354	122998345	8991	+	34	29	31	34
11804	ENSMUSG00000056737.14	Capg	protein_coding	chr6	72544391	72562983	18592	+	1150	3311	922	933
11805	ENSMUSG00000056749.7	Nfil3	protein_coding	chr13	52967209	52981073	13864	-	1499	2318	2204	2285
11806	ENSMUSG00000056752.16	Dnah9	protein_coding	chr11	65831282	66168551	337269	-	7	1	2	4
11807	ENSMUSG00000056753.3	C330011M18Rik	lncRNA	chr8	84065236	84067287	2051	-	73	43	94	89
11808	ENSMUSG00000056758.14	Hmga2	protein_coding	chr10	120361275	120476469	115194	-	15375	11627	10061	9892
11809	ENSMUSG00000056763.16	Cspp1	protein_coding	chr1	10037987	10136768	98781	+	1927	1984	1689	1703
11810	ENSMUSG00000056770.15	Setd3	protein_coding	chr12	108106431	108179314	72883	-	4871	4714	4509	4401
11811	ENSMUSG00000056771.7	Gm10010	lncRNA	chr6	128187818	128200623	12805	-	9	22	4	8
11812	ENSMUSG00000056772.3	Rps6-ps2	processed_pseudogene	chr8	88806391	88807137	746	+	2	3	2	3
11813	ENSMUSG00000056777.5	Rpl21-ps13	processed_pseudogene	chr7	139719399	139719881	482	+	3	5	2	6
11814	ENSMUSG00000056820.7	Tsnax	protein_coding	chr8	125012997	125034192	21195	+	2604	2705	2127	2226
11815	ENSMUSG00000056832.14	Ttc26	protein_coding	chr6	38381469	38427647	46178	+	437	460	589	565
11816	ENSMUSG00000056836.8	Gm6851	processed_pseudogene	chr7	40190937	40191331	394	+	45	96	59	66
11817	ENSMUSG00000056851.14	Pcbp2	protein_coding	chr15	102470539	102500061	29522	+	13171	19018	13907	14230
11818	ENSMUSG00000056877.2	Rps15a-ps1	processed_pseudogene	chr10	106192378	106192770	392	-	6	8	6	5
11819	ENSMUSG00000056888.11	Glipr1	protein_coding	chr10	111985448	112002631	17183	-	6535	3745	10586	10880
11820	ENSMUSG00000056895.4	Hist3h2ba	protein_coding	chr11	58948920	58949533	613	+	15	18	8	8
11821	ENSMUSG00000056899.10	Immp2l	protein_coding	chr12	41024090	41955588	931498	+	90	112	106	135
11822	ENSMUSG00000056904.3	Gm5620	processed_pseudogene	chr9	91097149	91098496	1347	+	43	80	25	31
11823	ENSMUSG00000056917.13	Sipa1	protein_coding	chr19	5651185	5663707	12522	-	1683	2954	1371	1348
11824	ENSMUSG00000056919.9	Cep162	protein_coding	chr9	87189577	87255536	65959	-	2155	1644	1572	1490
11825	ENSMUSG00000056938.16	Acbd4	protein_coding	chr11	103101682	103112200	10518	+	603	584	587	621
11826	ENSMUSG00000056941.17	Commd7	protein_coding	chr2	153616933	153632781	15848	-	1560	1847	1429	1447
11827	ENSMUSG00000056952.13	Tatdn2	protein_coding	chr6	113697050	113711069	14019	+	4869	5067	2567	2564
11828	ENSMUSG00000056962.11	Jmjd6	protein_coding	chr11	116837432	116843449	6017	-	3002	3954	2059	1991
11829	ENSMUSG00000056999.15	Ide	protein_coding	chr19	37268743	37337852	69109	-	13276	18576	12565	12679
11830	ENSMUSG00000057000.12	Nxf3	protein_coding	chrX	136072099	136085255	13156	-	4	1	5	17
11831	ENSMUSG00000057036.7	Gm7536	processed_pseudogene	chr3	24333068	24333511	443	+	24	27	25	27
11832	ENSMUSG00000057054.11	Inca1	protein_coding	chr11	70688361	70700155	11794	-	24	21	17	41
11833	ENSMUSG00000057058.16	Skap1	protein_coding	chr11	96464593	96759130	294537	+	16	17	27	31
11834	ENSMUSG00000057069.7	Ero1lb	protein_coding	chr13	12565874	12611396	45522	+	548	478	715	747
11835	ENSMUSG00000057072.11	Spata45	protein_coding	chr1	191036639	191042942	6303	+	1	4	10	3
11836	ENSMUSG00000057074.6	Ces1g	protein_coding	chr8	93302369	93337308	34939	-	11	23	61	48
11837	ENSMUSG00000057093.14	Zfp607b	protein_coding	chr7	27689340	27706484	17144	+	25	17	40	35
11838	ENSMUSG00000057098.14	Ebf1	protein_coding	chr11	44617317	45008091	390774	+	3	2	1	1
11839	ENSMUSG00000057101.8	Zfp180	protein_coding	chr7	24081924	24107713	25789	+	2370	2048	1546	1527
11840	ENSMUSG00000057103.11	Nat8f1	protein_coding	chr6	85910154	85915687	5533	-	25	25	37	20
11841	ENSMUSG00000057110.15	Cntrl	protein_coding	chr2	35109492	35178822	69330	+	2350	3221	1654	1626
11842	ENSMUSG00000057113.13	Npm1	protein_coding	chr11	33152287	33163206	10919	-	43846	60020	32117	33578
11843	ENSMUSG00000057123.14	Gja5	protein_coding	chr3	96904693	97077416	172723	+	2	2	4	5
11844	ENSMUSG00000057130.12	Txnl4a	protein_coding	chr18	80206795	80225855	19060	+	2300	3075	1854	1797
11845	ENSMUSG00000057132.16	Rpgrip1	protein_coding	chr14	52110704	52163546	52842	+	6	17	3	3
11846	ENSMUSG00000057133.14	Chd6	protein_coding	chr2	160946978	161109075	162097	-	2943	2356	3128	3144
11847	ENSMUSG00000057134.6	Ado	protein_coding	chr10	67544511	67549068	4557	-	3366	3191	1515	1583
11848	ENSMUSG00000057137.9	Tmem140	protein_coding	chr6	34863146	34874946	11800	+	220	93	122	160
11849	ENSMUSG00000057143.15	Trim12c	protein_coding	chr7	104338754	104353362	14608	-	499	290	646	636
11850	ENSMUSG00000057147.13	Dph6	protein_coding	chr2	114516416	114654964	138548	-	2033	2234	2030	2040
11851	ENSMUSG00000057156.10	Homez	protein_coding	chr14	54852736	54870961	18225	-	248	205	138	105
11852	ENSMUSG00000057157.3	Gm6054	processed_pseudogene	chr5	147408982	147409359	377	+	29	30	24	19
11853	ENSMUSG00000057160.2	Gm16372	processed_pseudogene	chr12	24493207	24493656	449	-	123	94	99	111
11854	ENSMUSG00000057176.4	Ccdc189	protein_coding	chr7	127582383	127588595	6212	-	54	56	81	77
11855	ENSMUSG00000057177.12	Gsk3a	protein_coding	chr7	25228258	25237851	9593	-	3555	3707	2873	2968
11856	ENSMUSG00000057181.15	5730455P16Rik	protein_coding	chr11	80360492	80378034	17542	-	1947	2111	1755	1628
11857	ENSMUSG00000057182.15	Scn3a	protein_coding	chr2	65457118	65567627	110509	-	32	10	19	7
11858	ENSMUSG00000057193.8	Slc44a2	protein_coding	chr9	21320698	21355028	34330	+	7754	7613	7911	7775
11859	ENSMUSG00000057219.11	Armc7	protein_coding	chr11	115475667	115490467	14800	+	395	289	362	298
11860	ENSMUSG00000057223.6	Gm6578	transcribed_processed_pseudogene	chr6	12099518	12109583	10065	-	28	34	13	24
11861	ENSMUSG00000057229.11	Dmac2	protein_coding	chr7	25619414	25625551	6137	+	456	677	495	440
11862	ENSMUSG00000057230.14	Aak1	protein_coding	chr6	86849517	87003223	153706	+	4661	5523	4509	4615
11863	ENSMUSG00000057234.9	Mettl15	protein_coding	chr2	109092297	109280748	188451	-	82	186	65	82
11864	ENSMUSG00000057236.10	Rbbp4	protein_coding	chr4	129307100	129335370	28270	-	12380	12184	8225	8315
11865	ENSMUSG00000057244.6	Gm6139	processed_pseudogene	chr5	129622990	129623871	881	-	10	20	15	18
11866	ENSMUSG00000057262.2	Gm10020	processed_pseudogene	chr15	52477617	52478228	611	-	21	21	7	11
11867	ENSMUSG00000057265.13	Bbof1	protein_coding	chr12	84409071	84442887	33816	+	4	30	9	18
11868	ENSMUSG00000057278.8	Snrpg	protein_coding	chr6	86371304	86379328	8024	+	1064	1403	541	586
11869	ENSMUSG00000057286.6	St6galnac2	protein_coding	chr11	116675303	116694868	19565	-	9	36	4	7
11870	ENSMUSG00000057290.5	Gm15732	processed_pseudogene	chr5	37404384	37404863	479	-	2	1	2	1
11871	ENSMUSG00000057315.14	Arhgap24	protein_coding	chr5	102481391	102897937	416546	+	93	390	55	52
11872	ENSMUSG00000057321.2	Usp17ld	protein_coding	chr7	103249737	103252505	2768	-	9	21	22	13
11873	ENSMUSG00000057322.12	Rpl38	protein_coding	chr11	114668524	114672331	3807	+	1440	1706	1149	1426
11874	ENSMUSG00000057329.7	Bcl2	protein_coding	chr1	106538178	106714274	176096	-	1616	1621	2073	1996
11875	ENSMUSG00000057335.11	Cep170	protein_coding	chr1	176733653	176814067	80414	-	5853	5874	5759	5669
11876	ENSMUSG00000057342.15	Sphk2	protein_coding	chr7	45709467	45718002	8535	-	2274	1422	2027	2067
11877	ENSMUSG00000057346.12	Apol9a	protein_coding	chr15	77403789	77411135	7346	-	7	12	11	4
11878	ENSMUSG00000057359.7	Gm17494	lncRNA	chr3	122255958	122293720	37762	-	75	257	83	57
11879	ENSMUSG00000057363.12	Uxs1	protein_coding	chr1	43746966	43827800	80834	-	3477	4130	3850	3710
11880	ENSMUSG00000057367.12	Birc2	protein_coding	chr9	7818227	7837064	18837	-	2627	2144	1834	1743
